player_name,Pos,Age,Tm,G,salary,WAR,PPG,PPM,APG,APM,RPG,RPM,OPG,DPG,SPG,BPG,TPG,FPG,eFGp,PER,TSp,OWS,DWS,WS,WSpG
Kenneth Faried,C,29,TOT,37,14242782,0.81,10.378,0.527,0.541,0.027,6.757,0.343,2.622,4.135,0.459,0.622,0.892,2.216,0.604,21.6,0.622,2.1,0.9,2.9,0.193
Kenrich Williams,SF,24,NOP,46,838464,0,6.065,0.259,1.804,0.077,4.761,0.203,1.196,3.565,0.978,0.413,0.783,2.065,0.477,9.7,0.485,0.3,0.9,1.2,0.053
Kent Bazemore,SG,29,ATL,67,18089888,-0.27,11.627,0.474,2.269,0.093,3.896,0.159,0.552,3.343,1.328,0.627,1.806,2.537,0.472,11.9,0.507,-0.7,1.4,0.7,0.021
Kentavious Caldwell-Pope,SG,25,LAL,82,12000000,2.16,11.439,0.461,1.341,0.054,2.902,0.117,0.585,2.317,0.89,0.159,0.793,1.671,0.53,12.9,0.568,2.3,1.8,4,0.095
Kevin Durant,SF,30,GSW,78,30000000,13.77,25.987,0.75,5.859,0.169,6.372,0.184,0.423,5.949,0.744,1.077,2.885,1.987,0.571,24.2,0.631,8.6,2.9,11.5,0.204
Kevin Huerter,SG,20,ATL,75,2250960,-0.54,9.693,0.355,2.853,0.104,3.267,0.12,0.8,2.467,0.867,0.333,1.453,2.067,0.522,10.1,0.533,0.7,0.7,1.5,0.034
Kevin Knox,PF,19,NYK,75,3744840,-5.4,12.84,0.446,1.093,0.038,4.467,0.155,0.813,3.653,0.573,0.32,1.52,2.333,0.438,8.7,0.475,-2.2,0.9,-1.3,-0.03
Kevon Looney,C,22,GSW,80,1567007,2.43,6.25,0.338,1.538,0.083,5.213,0.282,2.425,2.788,0.575,0.662,0.638,2.638,0.627,17.3,0.636,4.2,1.8,6,0.194
Khem Birch,C,26,ORL,50,1378242,1.35,4.8,0.373,0.76,0.059,3.8,0.295,1.58,2.22,0.36,0.58,0.4,1.44,0.603,19.2,0.64,1.8,1,2.8,0.212
Khris Middleton,SF,27,MIL,77,13000000,4.59,18.273,0.588,4.299,0.138,5.987,0.193,0.649,5.338,1.039,0.091,2.26,2.234,0.519,16.5,0.558,2.5,3.6,6.1,0.123
Klay Thompson,SG,28,GSW,78,18988725,3.24,21.538,0.633,2.385,0.07,3.833,0.113,0.474,3.359,1.077,0.603,1.474,2.013,0.553,16.6,0.571,2.9,2.3,5.3,0.095
Kosta Koufos,C,29,SAC,42,8739500,-0.54,3.714,0.311,0.857,0.072,4.214,0.353,1.238,2.976,0.357,0.429,0.643,1.619,0.477,12.3,0.477,0,0.7,0.7,0.063
Kris Dunn,PG,24,CHI,46,4221000,-0.54,11.283,0.374,6.022,0.199,4.065,0.135,0.413,3.652,1.478,0.457,2.261,3.609,0.458,12.4,0.484,-0.5,1.2,0.6,0.022
Kyle Anderson,SF,25,MEM,43,8641000,2.43,8.047,0.27,2.977,0.1,5.837,0.196,1.116,4.721,1.256,0.86,1.349,2.605,0.56,12.8,0.569,0.8,1.8,2.7,0.1
Kyle Korver,SG-PF,37,TOT,70,7560000,1.35,8.571,0.45,1.157,0.061,2.314,0.121,0.129,2.186,0.357,0.171,0.843,1.514,0.559,11.2,0.582,1,1.3,2.3,0.082
Kyle Kuzma,PF,23,LAL,70,1689840,1.08,18.686,0.565,2.543,0.077,5.457,0.165,0.857,4.6,0.586,0.371,1.9,2.429,0.515,14,0.546,1.2,1.9,3.1,0.065
Kyle Lowry,PG,32,TOR,65,32700000,6.48,14.246,0.418,8.677,0.255,4.8,0.141,0.631,4.169,1.4,0.477,2.8,2.554,0.518,16.5,0.562,3.6,3,6.6,0.144
Kyle O'Quinn,C,28,IND,45,4449000,0.54,3.467,0.42,1.244,0.151,2.644,0.321,0.644,2,0.2,0.556,0.689,1.511,0.511,16.8,0.537,0.2,0.8,1,0.125
Kyrie Irving,PG,26,BOS,67,20099189,13.77,23.821,0.721,6.925,0.21,5,0.151,1.06,3.94,1.537,0.507,2.567,2.493,0.557,24.3,0.592,6.2,2.9,9.1,0.197
LaMarcus Aldridge,C,33,SAS,81,22347015,7.0200000000000005,21.321,0.643,2.395,0.072,9.185,0.277,3.099,6.086,0.531,1.321,1.778,2.21,0.522,22.9,0.576,6.4,2.9,9.3,0.167
Lance Stephenson,SG,28,LAL,68,4449000,0.27,7.221,0.437,2.059,0.125,3.162,0.191,0.471,2.691,0.603,0.103,1.265,1.632,0.51,11.8,0.529,-0.1,1.2,1.1,0.049
Lance Thomas,PF,30,NYK,46,7119650,-1.89,4.457,0.262,0.587,0.034,2.543,0.149,0.457,2.087,0.37,0.152,0.522,1.804,0.452,6.4,0.482,-0.3,0.3,0.1,0.004
Landry Shamet,SG,21,TOT,79,1705920,0.54,9.139,0.401,1.481,0.065,1.696,0.074,0.266,1.43,0.468,0.127,0.57,1.962,0.581,11,0.604,2.7,0.9,3.6,0.095
Langston Galloway,SG,27,DET,80,7000000,0.54,8.4,0.385,1.062,0.049,2.138,0.098,0.612,1.525,0.462,0.1,0.3,1.688,0.503,10.7,0.534,2.1,1.3,3.4,0.094
Lauri Markkanen,PF,21,CHI,52,4536120,1.89,18.731,0.579,1.442,0.045,9.038,0.279,1.423,7.615,0.712,0.635,1.635,2.346,0.506,17.1,0.553,1.3,1.5,2.7,0.078
LeBron James,SF,34,LAL,55,35654150,13.230000000000002,27.364,0.777,8.255,0.234,8.455,0.24,1.036,7.418,1.309,0.6,3.582,1.709,0.56,25.6,0.588,4.7,2.6,7.2,0.179
Lonzo Ball,PG,21,LAL,47,7461960,1.62,9.894,0.327,5.426,0.179,5.34,0.176,1.149,4.191,1.468,0.404,2.191,2.426,0.488,11.7,0.487,-0.2,1.7,1.6,0.052
Luka Doncic,SG,19,DAL,72,6569040,9.18,21.194,0.658,5.958,0.185,7.819,0.243,1.194,6.625,1.069,0.347,3.431,1.903,0.497,19.6,0.545,2.1,2.8,4.9,0.101
Luke Kennard,SG,22,DET,63,3275280,0.81,9.73,0.427,1.81,0.079,2.905,0.127,0.19,2.714,0.413,0.159,0.905,1.46,0.54,11.9,0.56,1.3,1.3,2.5,0.085
Luke Kornet,PF,23,NYK,46,1619260,2.16,7,0.411,1.174,0.069,2.935,0.172,0.609,2.326,0.587,0.913,0.543,0.891,0.502,14.8,0.531,0.6,0.7,1.4,0.083
Malcolm Brogdon,SG,26,MIL,64,1544951,5.13,15.641,0.546,3.203,0.112,4.5,0.157,1.016,3.484,0.719,0.203,1.422,1.594,0.575,17.8,0.614,4.2,2.3,6.5,0.171
Malik Beasley,SG,22,DEN,81,1773840,2.7,11.321,0.488,1.198,0.052,2.469,0.106,0.432,2.037,0.679,0.123,0.679,1.432,0.584,14.2,0.599,2.9,1.6,4.5,0.115
Malik Monk,SG,20,CHO,73,3447480,-0.81,8.945,0.519,1.603,0.093,1.877,0.109,0.219,1.658,0.507,0.26,1.178,1.452,0.48,11.8,0.518,-0.4,0.7,0.3,0.012
Marc Gasol,C,34,TOT,79,24119025,8.370000000000001,13.557,0.44,4.418,0.143,7.937,0.257,1.013,6.924,1.063,1.089,1.962,2.747,0.505,16.7,0.546,2,4,6,0.118
Marcin Gortat,C,34,LAC,47,13565218,0.27,4.957,0.31,1.383,0.087,5.553,0.348,1.426,4.128,0.128,0.511,1.064,1.957,0.532,12.8,0.562,0.6,0.8,1.4,0.089
Marco Belinelli,SG,32,SAS,79,6153846,0.27,10.494,0.457,1.671,0.073,2.506,0.109,0.203,2.304,0.443,0.101,0.911,1.532,0.52,11.9,0.557,1.4,1.1,2.5,0.065
Marcus Morris,PF,29,BOS,75,5375000,1.62,13.947,0.5,1.453,0.052,6.107,0.219,1.013,5.093,0.573,0.333,1.227,2.413,0.533,14.2,0.568,2.1,2.5,4.5,0.104
Marcus Smart,SG,24,BOS,80,11160716,4.050000000000001,8.85,0.322,4.013,0.146,2.925,0.106,0.712,2.212,1.788,0.35,1.538,2.513,0.533,13.1,0.568,2.2,3.1,5.3,0.116
Mario Hezonja,SF,23,NYK,58,6500000,-1.35,8.81,0.424,1.517,0.073,4.121,0.198,0.483,3.638,0.983,0.138,1.517,1.897,0.457,10.8,0.497,-1.1,1.1,-0.1,-0.003
Markieff Morris,PF,29,TOT,58,9173294,-0.54,9.431,0.431,1.362,0.062,4.569,0.209,1.052,3.517,0.621,0.379,0.931,3.017,0.492,11.7,0.521,0.6,1.1,1.6,0.061
Marquese Chriss,PF,21,TOT,43,3206160,-1.89,4.233,0.365,0.512,0.044,3.302,0.285,0.93,2.372,0.395,0.256,0.837,1.884,0.417,9.2,0.455,-0.6,0.4,-0.2,-0.023
MarShon Brooks,SG,30,MEM,29,1656092,-0.27,6.552,0.491,0.862,0.065,1.552,0.116,0.414,1.138,0.31,0.138,0.724,1.138,0.494,11.6,0.518,-0.2,0.3,0.1,0.018
Marvin Williams,PF,32,CHO,75,14087500,2.43,10.08,0.354,1.227,0.043,5.427,0.191,1.013,4.413,0.947,0.813,0.627,2.08,0.529,12.6,0.548,1.9,1.9,3.8,0.086
Mason Plumlee,C,28,DEN,82,12917808,4.86,7.768,0.368,2.963,0.14,6.39,0.303,2.012,4.378,0.805,0.927,1.537,3.073,0.595,17.8,0.602,2.9,2.9,5.8,0.16
Matthew Dellavedova,PG,28,TOT,48,9607500,-1.35,5.875,0.347,3.771,0.223,1.604,0.095,0.125,1.479,0.292,0.042,1.417,1.562,0.496,11.1,0.532,0.5,0,0.5,0.028
Maxi Kleber,PF,27,DAL,71,1378242,2.43,6.831,0.323,0.986,0.047,4.634,0.219,1.268,3.366,0.507,1.099,0.761,2.014,0.553,13.1,0.579,1.6,1.8,3.5,0.111
Meyers Leonard,C,26,POR,61,10595506,2.16,5.852,0.407,1.23,0.085,3.82,0.265,0.803,3.016,0.213,0.148,0.705,1.721,0.649,15.8,0.675,2.1,0.9,3,0.164
Michael Kidd-Gilchrist,PF,25,CHO,64,13000000,-0.27,6.672,0.362,0.953,0.052,3.844,0.209,1.375,2.469,0.5,0.609,0.672,2.438,0.5,13.3,0.553,1.5,1,2.5,0.1
Mikal Bridges,SF,22,PHO,82,3557400,0.81,8.341,0.283,2.11,0.072,3.22,0.109,0.683,2.537,1.573,0.463,0.854,2.451,0.523,10.8,0.556,1.7,1.2,2.9,0.058
Mike Conley,PG,31,MEM,70,30521115,10.530000000000001,21.114,0.631,6.414,0.192,3.414,0.102,0.571,2.843,1.343,0.314,1.857,1.757,0.507,21.4,0.569,5.7,2.3,8,0.164
Mike Muscala,PF,27,TOT,64,5000000,0.81,7.016,0.344,1.188,0.058,3.812,0.187,0.891,2.922,0.344,0.594,0.75,2.031,0.525,10.8,0.564,1.2,1.2,2.5,0.091
Mike Scott,PF,30,TOT,79,4320500,-0.54,5.81,0.329,0.835,0.047,3.494,0.198,0.544,2.949,0.329,0.165,0.557,1.975,0.52,8.6,0.528,0.4,1.2,1.6,0.053
Miles Bridges,SF,20,CHO,80,3206640,1.35,7.463,0.352,1.188,0.056,4.037,0.19,0.838,3.2,0.688,0.612,0.625,1.387,0.527,13.1,0.548,1.4,1.5,2.9,0.083
Mitchell Robinson,C,20,NYK,66,1485440,4.32,7.348,0.357,0.561,0.027,6.409,0.311,2.682,3.727,0.788,2.439,0.53,3.288,0.694,22,0.692,4,2.2,6.1,0.217
Mo Bamba,C,20,ORL,47,4871280,0.27,6.213,0.381,0.83,0.051,4.957,0.304,1.362,3.596,0.277,1.362,0.915,2.17,0.525,14.9,0.539,0.3,1.4,1.7,0.106
Monte Morris,PG,23,DEN,82,1349383,4.59,10.378,0.432,3.622,0.151,2.366,0.098,0.427,1.939,0.89,0.049,0.634,1.244,0.56,16.2,0.577,4.4,1.8,6.2,0.151
Montrezl Harrell,C,25,LAC,82,6000000,7.83,16.598,0.631,1.976,0.075,6.524,0.248,2.244,4.28,0.866,1.341,1.61,3.11,0.617,23.4,0.636,6.1,2.6,8.7,0.193
Moritz Wagner,C,21,LAL,43,1764240,-0.81,4.814,0.464,0.558,0.054,1.977,0.191,0.395,1.581,0.256,0.302,0.907,1.326,0.48,10.1,0.533,-0.3,0.5,0.2,0.02
Myles Turner,C,22,IND,74,3294994,6.48,13.297,0.464,1.554,0.054,7.176,0.251,1.365,5.811,0.811,2.689,1.351,2.635,0.536,18,0.567,1.9,4.4,6.3,0.144
Nemanja Bjelica,PF,30,SAC,77,6500000,3.5100000000000002,9.623,0.414,1.909,0.082,5.766,0.248,1.623,4.143,0.701,0.727,1.065,2.558,0.566,15.4,0.585,2.7,1.9,4.5,0.122
Nerlens Noel,C,24,OKC,77,1757429,2.9700000000000006,4.909,0.358,0.584,0.043,4.221,0.308,1.649,2.571,0.857,1.247,0.623,2.156,0.587,19.3,0.608,1.9,2.5,4.3,0.198
Nicolas Batum,SF,30,CHO,75,24000000,2.7,9.32,0.297,3.293,0.105,5.2,0.166,0.947,4.253,0.947,0.573,1.56,1.867,0.553,11.9,0.581,2,1.7,3.7,0.076
Nik Stauskas,SG,25,TOT,68,2161886,0,5.868,0.393,1.191,0.08,1.868,0.125,0.265,1.603,0.309,0.103,0.75,0.735,0.506,10.9,0.545,0.6,0.5,1.1,0.052
Nikola Jokic,C,23,DEN,80,25467250,18.900000000000002,20.05,0.641,7.25,0.232,10.812,0.345,2.85,7.963,1.35,0.688,3.1,2.85,0.545,26.3,0.589,7.5,4.3,11.8,0.226
Nikola Mirotic,PF,27,TOT,46,12500000,2.9700000000000006,15.152,0.56,1.196,0.044,7.37,0.272,1.304,6.065,0.674,0.739,1.043,2.326,0.546,17.2,0.584,2,1.4,3.5,0.133
Nikola Vucevic,C,28,ORL,80,12750000,14.850000000000001,20.812,0.663,3.837,0.122,12,0.382,2.8,9.2,1.012,1.113,1.988,1.962,0.549,25.5,0.573,5.4,4.7,10.1,0.193
Noah Vonleh,PF,23,NYK,68,1621415,1.62,8.397,0.332,1.897,0.075,7.765,0.307,1.662,6.103,0.676,0.75,1.294,2.559,0.523,13.9,0.561,1.5,1.7,3.2,0.09
Norman Powell,SG,25,TOR,60,9367200,1.08,8.6,0.458,1.517,0.081,2.317,0.123,0.267,2.05,0.65,0.217,1.083,1.6,0.568,13.3,0.596,1,1.4,2.4,0.102
OG Anunoby,SF,21,TOR,67,1952760,-0.27,7,0.347,0.701,0.035,2.94,0.146,0.866,2.075,0.687,0.328,0.821,2.09,0.536,9.8,0.544,0.3,1.7,2,0.07
Omari Spellman,PF,21,ATL,46,1622520,0.54,5.913,0.338,1.022,0.058,4.217,0.241,1.565,2.652,0.565,0.543,0.674,1.457,0.492,12.4,0.516,0.6,0.5,1.2,0.07
Omri Casspi,SF,30,MEM,36,2176260,0.81,6.278,0.435,0.722,0.05,3.194,0.221,0.472,2.722,0.556,0.25,0.639,0.972,0.581,15.7,0.606,0.6,0.7,1.3,0.119
Otto Porter,SF,25,TOT,56,26011913,3.24,13.929,0.463,2.143,0.071,5.607,0.187,0.964,4.643,1.464,0.554,1.161,1.929,0.546,15.9,0.569,1.8,1.5,3.2,0.093
Pascal Siakam,PF,24,TOR,80,1544951,7.56,16.925,0.531,3.1,0.097,6.862,0.215,1.55,5.312,0.912,0.65,1.925,3.013,0.591,18.7,0.628,5.7,3.6,9.3,0.175
Pat Connaughton,SG,26,MIL,61,1641000,2.7,6.902,0.334,2,0.097,4.23,0.205,1,3.23,0.541,0.41,0.541,1.328,0.56,13.6,0.573,2,1.9,3.9,0.149
Patrick Beverley,PG,30,LAC,78,5027028,4.050000000000001,7.641,0.279,3.846,0.14,4.974,0.182,0.974,4,0.859,0.551,1.09,3.397,0.524,11.8,0.561,2.8,2,4.8,0.108
Patrick McCaw,SG,23,TOT,29,964104,-0.27,2.552,0.186,1,0.073,1.655,0.121,0.241,1.414,0.793,0.069,0.586,1.31,0.484,7.5,0.532,0,0.5,0.5,0.065
Patrick Patterson,PF,29,OKC,63,5451600,-0.27,3.635,0.266,0.492,0.036,2.333,0.171,0.667,1.667,0.254,0.206,0.349,0.73,0.479,8.1,0.493,0.2,0.9,1.1,0.064
Pau Gasol,C,38,TOT,30,17133285,1.35,3.933,0.328,1.733,0.144,4.567,0.381,0.733,3.833,0.167,0.5,0.533,0.967,0.479,16.7,0.529,0.5,0.5,1.1,0.142
Paul George,SF,28,OKC,77,30560700,17.82,28.039,0.76,4.13,0.112,8.156,0.221,1.364,6.792,2.208,0.442,2.662,2.779,0.529,23.3,0.583,7,4.9,11.9,0.201
Paul Millsap,PF,33,DEN,70,29230769,4.86,12.614,0.466,2.014,0.074,7.214,0.266,2.186,5.029,1.186,0.771,1.357,2.614,0.528,17.9,0.57,3.2,2.9,6.1,0.155
PJ Tucker,PF,33,HOU,82,7959537,2.7,7.329,0.214,1.171,0.034,5.841,0.171,1.476,4.366,1.61,0.476,0.768,3.073,0.535,9.2,0.547,2,3,5,0.086
Quincy Pondexter,SF,30,SAS,53,2165481,0.27,1.849,0.336,0.453,0.082,0.868,0.158,0.151,0.717,0.208,0.019,0.245,0.453,0.552,13.2,0.641,0.5,0.3,0.8,0.128
Quinn Cook,PG,25,GSW,74,1544951,0,6.878,0.481,1.568,0.11,2.122,0.148,0.297,1.824,0.27,0.041,0.676,1.243,0.557,13.1,0.565,1,0.8,1.8,0.082
Rajon Rondo,PG,32,LAL,46,9000000,0.54,9.217,0.31,7.978,0.268,5.283,0.178,0.739,4.543,1.239,0.152,2.761,2.174,0.464,12.1,0.473,-0.2,1.5,1.3,0.047
Raul Neto,PG,26,UTA,37,2100000,0.54,5.297,0.414,2.514,0.196,1.676,0.131,0.162,1.514,0.378,0.108,0.946,1.324,0.522,13.5,0.558,0.5,0.6,1.1,0.116
Raymond Felton,PG,34,OKC,33,2393887,0.27,4.303,0.375,1.576,0.137,1.03,0.09,0.121,0.909,0.303,0.182,0.424,0.879,0.481,11.2,0.505,0.3,0.4,0.7,0.087
Reggie Bullock,SG,27,TOT,63,2500000,1.08,11.286,0.378,2.048,0.069,2.746,0.092,0.349,2.397,0.635,0.19,1.032,1.73,0.537,10.5,0.563,1.6,1.4,3.1,0.078
Reggie Jackson,PG,28,DET,82,17043478,3.78,15.366,0.55,4.195,0.15,2.634,0.094,0.549,2.085,0.671,0.11,1.805,2.537,0.504,15.2,0.547,3.1,1.9,5,0.105
Richaun Holmes,C,25,PHO,70,1600520,2.16,8.171,0.483,0.857,0.051,4.729,0.28,1.643,3.086,0.6,1.129,0.743,2.771,0.608,20.7,0.647,3.1,1.1,4.3,0.173
Ricky Rubio,PG,28,UTA,68,14800000,2.43,12.706,0.455,6.118,0.219,3.574,0.128,0.485,3.088,1.338,0.147,2.647,2.647,0.458,14,0.52,0.9,2.8,3.7,0.095
Robert Covington,SF,28,TOT,35,10464092,2.9700000000000006,13.286,0.387,1.314,0.038,5.514,0.16,0.8,4.714,2.114,1.343,1.343,3.6,0.548,13.3,0.58,0.9,1.6,2.5,0.1
Robert Williams,C,21,BOS,32,1656600,0.81,2.531,0.286,0.219,0.025,2.531,0.286,0.844,1.688,0.281,1.25,0.312,1.125,0.706,18.8,0.703,0.5,0.6,1.2,0.201
Robin Lopez,C,30,CHI,74,14357750,0,9.514,0.438,1.203,0.055,3.865,0.178,1.892,1.973,0.149,1.054,1.297,1.676,0.575,15.9,0.598,2,0.7,2.7,0.081
Rodions Kurucs,SF,20,BRK,63,1690000,-0.54,8.476,0.413,0.825,0.04,3.905,0.19,0.889,3.016,0.651,0.397,1.222,2.317,0.514,11,0.545,0.1,1.5,1.6,0.059
Rodney Hood,SG,26,TOT,72,3472887,0,11.181,0.425,1.75,0.067,2.181,0.083,0.347,1.833,0.819,0.167,0.764,2.028,0.498,12.3,0.545,2.1,0.5,2.6,0.065
Rodney McGruder,SG,27,MIA,66,1544951,-0.27,7.621,0.325,1.697,0.072,3.606,0.154,0.909,2.697,0.545,0.182,0.97,1.742,0.489,9.4,0.51,0.4,1.6,1.9,0.059
Rondae Hollis-Jefferson,SF,24,BRK,59,2470356,-0.54,8.932,0.427,1.627,0.078,5.254,0.251,1.407,3.847,0.746,0.458,1.153,1.814,0.42,12.5,0.464,-0.5,1.7,1.2,0.047
Royce O'Neale,SF,25,UTA,82,1378242,1.62,5.195,0.255,1.512,0.074,3.476,0.171,0.268,3.207,0.659,0.293,0.854,2.098,0.574,9,0.589,0.7,2.5,3.3,0.094
Rudy Gay,PF,32,SAS,69,10087200,4.32,13.71,0.514,2.638,0.099,6.812,0.255,0.913,5.899,0.783,0.493,1.652,2.304,0.554,17.5,0.583,2.2,2.2,4.4,0.115
Rudy Gobert,C,26,UTA,81,23491573,12.96,15.852,0.498,1.988,0.062,12.852,0.404,3.815,9.037,0.815,2.309,1.605,2.852,0.669,24.6,0.682,8.7,5.7,14.4,0.268
Russell Westbrook,PG,30,OKC,73,35665000,12.690000000000001,22.945,0.637,10.74,0.298,11.055,0.307,1.493,9.562,1.945,0.452,4.452,3.356,0.468,21.1,0.501,1.8,5,6.8,0.124
Ryan Arcidiacono,PG,24,CHI,81,1349383,0.27,6.716,0.277,3.321,0.137,2.704,0.112,0.333,2.37,0.802,0.049,0.778,2.111,0.544,11.6,0.588,2.8,0.9,3.7,0.09
Ryan Broekhoff,SG,28,DAL,42,838464,0.27,3.976,0.369,0.524,0.049,1.5,0.139,0.19,1.31,0.143,0.095,0.381,0.833,0.603,10.7,0.621,0.5,0.3,0.8,0.086
Salah Mejri,C,32,DAL,36,2098196,0.81,3.917,0.353,0.972,0.088,3.639,0.328,1,2.639,0.278,0.722,0.583,1.528,0.54,16.1,0.559,0.5,0.6,1.1,0.136
Sam Dekker,PF,24,TOT,47,2760094,0.27,6.106,0.364,0.979,0.058,3.149,0.188,1.128,2.021,0.809,0.149,0.511,1,0.506,13.3,0.519,0.6,0.5,1,0.064
Semi Ojeleye,PF,24,BOS,56,1378242,-0.81,3.321,0.313,0.411,0.039,1.536,0.145,0.429,1.107,0.179,0.071,0.339,0.768,0.513,8.5,0.531,0.2,0.5,0.7,0.057
Serge Ibaka,C,29,TOR,74,21666667,3.24,15.027,0.553,1.338,0.049,8.122,0.299,2.108,6.014,0.392,1.392,1.541,2.851,0.557,18.7,0.582,2.8,3.3,6.1,0.146
Seth Curry,SG,28,POR,74,2795000,0.81,7.851,0.415,0.892,0.047,1.622,0.086,0.365,1.257,0.486,0.162,0.824,1.311,0.577,11.4,0.595,1.5,0.9,2.4,0.082
Shabazz Napier,PG,27,BRK,56,1942422,2.43,9.446,0.538,2.554,0.145,1.786,0.102,0.321,1.464,0.732,0.286,1.179,1.196,0.476,15.3,0.534,1,1,2,0.098
Shai Gilgeous-Alexander,PG,20,LAC,82,3375360,2.16,10.841,0.409,3.293,0.124,2.829,0.107,0.695,2.134,1.171,0.549,1.72,2.134,0.512,13.4,0.554,1.5,1.9,3.3,0.074
